,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
15833,15965,1674680400000.0,22938.0,23763.5,22838.5,23618.0,36651.922,853039072.0464998,2023-01-25 21:00:00,0.0001,0.001087,48734.599,76.11,23016.17,22552.3,22784.24,23248.1,22320.37,23480.03,22088.44,59.57,-30.75,90.32,42.95,15.24,29.73,29.04,8727.157714285715,2434.15,-833.7599999999984,597.43,32.57,22763.88,23219.57,-369.90000000000146,-1297.630000000001,-398.4300000000003,-854.119999999999,6.109999999999999,46.11,27.71,90.32,927.7299999999996,PositionState,upper,23618.0,22967.5,0.0,-650.5,0.0,-677.5,-461.27272727272725,0,-174.0099999999984
15909,16041,1674954000000.0,23108.0,23514.0,23108.0,23237.0,17373.74,405465999.672,2023-01-29 01:00:00,0.0001,0.000254,46177.701,66.14,23100.19,22973.89,23037.04,23163.34,22910.75,23226.48,22847.6,18.48,-1.83,20.32,39.32,11.09,14.97,16.59,3159.9352857142867,1149.27,-199.95999999999913,112.81,27.08,23039.16,23146.46,-73.65999999999985,-326.25,-90.54000000000087,-197.84000000000015,-3.8599999999999994,36.14,28.23,20.310000000000002,252.59000000000015,PositionState,upper,23237.0,23555.0,0.0,318.0,658.5,-93.5,284.5625,0,468.9599999999991
16000,16132,1675281600000.0,23381.0,23658.0,23315.0,23568.5,24208.637,568796580.984,2023-02-01 20:00:00,0.0001,-0.000131,46091.365,73.59,23263.13,22988.01,23125.57,23400.69,22850.45,23538.25,22712.89,57.17,13.05,44.11,29.88,11.09,18.27,17.04,8917.203000000001,1558.11,-442.9300000000003,305.64,13.66,23137.22,23390.19,-167.8100000000013,-718.0499999999993,-178.3100000000013,-431.27999999999884,3.5900000000000034,43.59,18.79,44.120000000000005,550.239999999998,PositionState,upper,23568.5,23612.0,0.0,43.5,627.0,0.0,237.5,0,313.0500000000029
16023,16155,1675364400000.0,24064.5,24077.0,23728.5,23810.5,11594.627,276601110.532,2023-02-02 19:00:00,0.0001,0.000355,47555.586,54.06,23881.78,23648.99,23765.39,23998.17,23532.6,24114.57,23416.21,117.32,133.39,-16.07,20.02,18.8,23.92,30.34,7009.58942857143,589.08,-45.11000000000058,36.65,-0.47,23826.5,23881.6,187.66999999999825,-277.90000000000146,71.09999999999854,16.0,-15.939999999999998,24.060000000000002,1.2199999999999989,-16.069999999999993,465.5699999999997,PositionState,upper,23810.5,23447.0,0.0,-363.5,78.5,-363.5,-95.0,0,-215.4499999999971
16066,16198,1675519200000.0,23503.0,23507.0,23390.0,23460.0,3870.413,90730318.219,2023-02-04 14:00:00,0.0001,-9.5e-05,46897.336,53.45,23456.3,23354.26,23405.28,23507.32,23303.24,23558.34,23252.22,-16.22,-37.27,21.05,21.95,19.96,31.6,32.27,2174.1864285714296,142.13,-54.720000000001164,20.21,7.06,23380.88,23452.1,47.31999999999971,-156.7599999999984,-7.900000000001455,-79.11999999999898,-16.549999999999997,23.450000000000003,1.9899999999999984,21.050000000000004,204.0799999999981,PositionState,upper,23460.0,23409.5,0.0,-50.5,0.0,-50.5,-29.5,0,-30.779999999998836
16142,16274,1675792800000.0,23284.0,23348.0,22760.0,22926.0,26493.599,609260588.2505,2023-02-07 18:00:00,0.0001,-0.000155,47209.906,48.29,23073.01,22863.73,22968.37,23177.65,22759.09,23282.28,22654.45,24.77,9.63,15.13,24.79,15.92,16.55,20.22,6055.038214285715,1760.88,42.36999999999898,106.86,3.16,23001.16,23022.72,251.65000000000146,-166.90999999999985,96.72000000000116,75.15999999999985,-21.71,18.29,8.87,15.139999999999999,418.5600000000013,PositionState,upper,22926.0,23157.5,0.0,231.5,395.5,0.0,277.11764705882354,0,161.37999999999738
16242,16374,1676152800000.0,21814.0,21870.0,21765.8,21813.5,3360.187,73313607.2571,2023-02-11 22:00:00,0.0001,-0.00043,49574.214,58.69,21761.39,21667.0,21714.19,21808.59,21619.8,21855.78,21572.6,-8.06,-30.12,22.05,24.48,17.52,29.71,37.76,2258.034642857144,113.56,-99.31000000000131,56.29,10.36,21715.3,21775.38,-4.9099999999998545,-193.70000000000073,-38.11999999999898,-98.20000000000073,-11.310000000000002,28.689999999999998,6.960000000000001,22.060000000000002,188.79000000000087,PositionState,upper,21813.5,21725.2,0.0,-88.29999999999927,177.90000000000146,-88.29999999999927,40.512500000000124,0,68.16999999999825
16307,16439,1676386800000.0,22233.4,22310.7,21838.2,22030.4,34626.103,765401103.6979998,2023-02-14 15:00:00,0.0001,-0.000472,49139.985,60.13,21943.82,21665.61,21804.72,22082.92,21526.51,22222.02,21387.41,72.26,31.72,40.53,26.79,16.26,15.99,17.72,9199.651000000002,2327.34,-225.6800000000003,210.36,10.47,21855.33,22015.58,52.5199999999968,-503.89000000000306,-14.819999999999709,-175.0699999999997,-9.869999999999997,30.130000000000003,10.529999999999998,40.540000000000006,556.4099999999999,PositionState,upper,22030.4,24003.8,0.0,1973.3999999999978,3070.0999999999985,-28.600000000002183,1389.3499999999985,0,2307.25
16385,16517,1676667600000.0,24832.9,24845.3,24408.9,24466.8,9302.004,229300377.3332,2023-02-17 21:00:00,0.0001,-0.000155,44590.9,58.49,24501.63,23846.08,24173.85,24829.4,23518.3,25157.18,23190.53,121.04,24.38,96.66,29.86,12.52,30.2,33.49,14065.215214285714,244.73,-292.9500000000007,285.02,3.45,24261.42,24540.44,362.6000000000022,-948.5,73.63999999999942,-205.38000000000102,-11.509999999999998,28.490000000000002,17.34,96.66000000000001,1311.1000000000022,PositionState,upper,24466.8,24461.2,0.0,-5.599999999998545,216.70000000000073,-5.599999999998545,121.04285714285808,0,-25.889999999999418
16403,16535,1676732400000.0,24700.1,24730.0,24631.9,24675.0,4203.281,103778192.9048,2023-02-18 15:00:00,0.0001,8e-05,45833.328,58.4,24616.51,24449.46,24532.99,24700.04,24365.93,24783.57,24282.4,104.12,114.42,-10.3,20.76,17.3,13.98,19.98,3184.934142857144,35.92,-142.0099999999984,-5.52,1.81,24581.25,24657.01,25.040000000000873,-309.0699999999997,-17.9900000000016,-93.75,-11.600000000000001,28.4,3.460000000000001,-10.299999999999997,334.1100000000006,PositionState,upper,24675.0,24633.2,0.0,-41.79999999999927,87.90000000000146,-76.59999999999854,-2.9124999999996817,0,25.110000000000582
16428,16560,1676822400000.0,24924.9,25197.5,24639.3,24776.1,28017.722,699113253.5985,2023-02-19 16:00:00,0.0001,0.0,47281.941,56.56,24770.41,24611.85,24691.13,24849.69,24532.57,24928.98,24453.28,54.22,44.21,10.01,33.4,8.6,21.4,16.97,5856.614000000001,1922.8,-84.96999999999753,73.19,9.31,24704.51,24797.83,73.59000000000015,-243.52999999999884,21.7300000000032,-71.59000000000015,-13.439999999999998,26.560000000000002,24.799999999999997,10.009999999999998,317.119999999999,PositionState,upper,24776.1,24358.4,0.0,-417.6999999999971,0.0,-417.6999999999971,-208.84999999999854,0,-219.72000000000116
16467,16599,1676962800000.0,25034.9,25050.0,24937.5,25001.1,3692.587,92317191.643,2023-02-21 07:00:00,0.0001,0.0,48992.11,61.58,24941.34,24786.32,24863.83,25018.84,24708.81,25096.35,24631.31,81.69,73.83,7.86,24.06,13.0,16.35,15.66,3383.8247142857153,-118.36,-137.2699999999968,55.69,1.82,24926.23,24991.52,17.7400000000016,-292.28999999999724,-9.579999999998108,-74.86999999999898,-8.420000000000002,31.58,11.059999999999999,7.859999999999999,310.02999999999884,PositionState,upper,25001.1,24691.1,0.0,-310.0,0.0,-310.0,-155.0,0,-150.20999999999913
16511,16643,1677121200000.0,24529.9,24602.9,24439.3,24460.0,7313.474,179391027.1611,2023-02-23 03:00:00,0.0001,0.000258,51356.228,61.69,24359.09,23880.04,24119.57,24598.61,23640.52,24838.14,23401.0,8.57,-85.83,94.4,30.45,15.56,33.45,37.21,9442.275785714288,0.81,-340.4300000000003,208.56,9.7,24108.62,24396.89,138.61000000000058,-819.4799999999996,-63.11000000000058,-351.380000000001,-8.310000000000002,31.689999999999998,14.889999999999999,94.4,958.0900000000001,PositionState,upper,24460.0,23780.2,0.0,-679.7999999999993,68.79999999999927,-679.7999999999993,-137.4999999999992,0,-355.0400000000009
16599,16731,1677438000000.0,23477.1,23544.0,23352.7,23492.5,8053.617,188897385.0814,2023-02-26 19:00:00,0.0001,-0.000434,52179.879,67.01,23334.17,23131.69,23232.93,23435.4,23030.46,23536.64,22929.22,58.28,25.24,33.04,32.19,15.17,19.75,25.36,4330.705500000001,478.84,-259.5699999999997,174.11,12.3,23268.87,23420.08,-57.099999999998545,-462.0400000000009,-72.41999999999825,-223.63000000000102,-2.989999999999995,37.010000000000005,17.019999999999996,33.040000000000006,404.9400000000023,PositionState,upper,23492.5,23384.7,0.0,-107.79999999999927,141.09999999999854,-107.79999999999927,23.336363636363373,0,27.87999999999738
16618,16750,1677506400000.0,23700.0,23850.1,23674.7,23795.0,12833.443,304892334.4991,2023-02-27 14:00:00,0.0001,-0.000351,52952.515,70.24,23575.94,23351.93,23463.94,23687.95,23239.92,23799.96,23127.91,74.9,56.6,18.3,35.19,15.03,16.89,19.15,4705.402857142858,661.69,-331.0600000000013,121.68,16.63,23472.94,23672.86,-107.04999999999927,-555.0800000000017,-122.13999999999942,-322.0600000000013,0.23999999999999488,40.239999999999995,20.159999999999997,18.300000000000004,448.0300000000025,PositionState,upper,23795.0,23387.9,0.0,-407.09999999999854,0.0,-407.09999999999854,-217.3666666666662,0,-173.20000000000073
16657,16789,1677646800000.0,23778.7,23818.0,23630.6,23682.7,8741.936,207265920.4156,2023-03-01 05:00:00,0.0001,-0.000273,52280.797,62.93,23562.15,23210.3,23386.23,23738.07,23034.38,23913.99,22858.46,32.91,-15.74,48.66,29.5,16.28,19.99,16.81,7089.900142857144,86.45,-296.47000000000116,165.0,9.55,23328.6,23621.2,55.36999999999898,-648.3199999999997,-61.5,-354.1000000000022,-7.07,32.93,13.219999999999999,48.65,703.6899999999987,PositionState,upper,23682.7,23350.1,0.0,-332.6000000000022,183.89999999999782,-332.6000000000022,15.246666666665744,0,-100.20999999999913
16750,16882,1677981600000.0,22575.7,22596.0,22173.0,22344.0,12946.764,289418317.1417,2023-03-05 02:00:00,0.0001,-0.000371,50561.788,48.94,22414.59,22273.1,22343.85,22485.33,22202.36,22556.07,22131.62,-10.73,-36.56,25.82,27.64,24.23,36.57,40.59,4183.849500000001,815.45,-0.1500000000014552,80.43,2.66,22323.86,22399.22,141.33000000000175,-141.63999999999942,55.220000000001164,-20.139999999999418,-21.060000000000002,18.939999999999998,3.41,25.830000000000002,282.97000000000116,PositionState,upper,22344.0,22332.5,0.0,-11.5,89.09999999999854,-11.5,35.985714285714494,0,-39.63999999999942
16770,16902,1678053600000.0,22479.0,22479.1,22369.6,22423.3,2563.281,57473539.8803,2023-03-05 22:00:00,0.0001,-0.00037,50381.209,52.22,22438.66,22373.03,22405.84,22471.48,22340.21,22504.29,22307.4,15.92,13.05,2.86,26.86,14.31,18.59,21.46,2022.7733571428582,56.83,-17.459999999999127,-29.9,7.67,22422.67,22432.14,48.18000000000029,-83.09000000000015,8.840000000000146,-0.6300000000010186,-17.78,22.22,12.549999999999999,2.869999999999999,131.27000000000044,PositionState,upper,22423.3,22373.1,0.0,-50.20000000000073,11.799999999999272,-50.20000000000073,-10.675000000000182,0,-30.43000000000029
16788,16920,1678118400000.0,22538.9,22570.0,22456.0,22516.2,6725.005,151410141.4914,2023-03-06 16:00:00,3.329e-05,-0.000365,52515.563,62.82,22470.91,22369.51,22420.21,22521.61,22318.81,22572.31,22268.11,21.13,6.52,14.61,25.05,11.97,15.16,16.1,3001.8314285714296,71.53,-95.9900000000016,63.34,6.15,22429.04,22497.85,5.4099999999998545,-197.38999999999942,-18.350000000002183,-87.15999999999985,-7.18,32.82,13.08,14.61,202.79999999999927,PositionState,upper,22516.2,22386.6,0.0,-129.60000000000218,0.0,-129.60000000000218,-49.850000000000364,0,-60.659999999999854
16894,17026,1678500000000.0,20571.3,20630.0,20360.1,20479.3,11398.339,233349173.9302,2023-03-11 02:00:00,7.963e-05,-0.000593,52835.35,57.25,20393.99,19952.62,20173.3,20614.68,19731.93,20835.36,19511.25,-46.66,-164.96,118.29,24.59,18.32,39.29,53.9,16001.372500000001,-401.8,-306.0,256.4,7.91,20150.86,20420.24,135.38000000000102,-747.369999999999,-59.05999999999767,-328.4399999999987,-12.75,27.25,6.27,118.30000000000001,882.75,PositionState,upper,20479.3,19850.1,0.0,-629.2000000000007,0.0,-629.2000000000007,-196.01666666666642,0,-333.0400000000009
16934,17066,1678644000000.0,20776.5,21348.6,20680.0,21073.2,39258.516,825657652.5944998,2023-03-12 18:00:00,9.121e-05,-0.000565,52793.425,80.37,20625.08,20277.72,20451.4,20798.76,20104.03,20972.44,19930.35,110.6,58.31,52.28,46.36,11.68,19.55,20.25,7550.6278571428575,2701.09,-621.7999999999993,474.26,30.6,20501.21,20822.97,-274.4400000000023,-969.1700000000019,-250.22999999999956,-571.9900000000016,10.370000000000005,50.370000000000005,34.68,52.28999999999999,694.7299999999996,PositionState,upper,21073.2,24576.4,0.0,3503.2000000000007,4848.5999999999985,-306.2999999999993,2500.9823529411756,0,4073.5200000000004
17023,17155,1678964400000.0,24928.5,24932.0,24722.0,24821.2,10151.349,252082276.2689,2023-03-16 11:00:00,0.0001,-0.000179,48490.316,59.38,24753.7,24349.68,24551.69,24955.71,24147.66,25157.73,23945.65,46.4,-21.6,68.0,24.99,13.23,16.01,16.74,7489.384857142858,502.39,-269.51000000000204,177.18,1.41,24561.98,24794.17,134.5099999999984,-673.5400000000009,-27.030000000002474,-259.22000000000116,-10.619999999999997,29.380000000000003,11.759999999999998,68.0,808.0499999999993,PositionState,upper,24821.2,24686.4,0.0,-134.79999999999927,127.89999999999782,-146.10000000000218,-25.88000000000102,0,-22.039999999997235
17038,17170,1679018400000.0,25654.5,25888.0,25477.3,25569.5,22353.172,574884800.4346,2023-03-17 02:00:00,0.0001,-0.000422,49284.482,68.06,25196.97,24658.82,24927.9,25466.05,24389.75,25735.12,24120.67,195.15,118.95,76.2,36.72,10.49,24.67,20.48,10738.789142857144,540.24,-641.5999999999985,382.81,13.43,25047.68,25430.16,-103.45000000000073,-1179.75,-139.34000000000015,-521.8199999999997,-1.9399999999999977,38.06,26.229999999999997,76.2,1076.2999999999993,PositionState,upper,25569.5,27184.2,0.0,1614.7000000000007,2042.2999999999993,0.0,1334.275,0,1818.9700000000012
17100,17232,1679241600000.0,27546.0,28188.9,27466.7,27913.5,33331.565,928764012.2717,2023-03-19 16:00:00,0.0001,-0.000163,53288.84,73.4,27474.35,27012.23,27243.29,27705.42,26781.17,27936.48,26550.1,108.48,38.67,69.81,35.69,12.76,22.68,24.75,8373.555785714287,2239.33,-670.2099999999991,391.68,16.68,27265.08,27653.33,-208.08000000000175,-1132.3300000000017,-260.16999999999825,-648.4199999999983,3.4000000000000057,43.400000000000006,22.93,69.81,924.25,PositionState,upper,27913.5,27427.0,0.0,-486.5,394.5,-486.5,13.027272727272662,0,-44.11000000000058
17149,17281,1679418000000.0,28333.0,28400.0,27950.0,27972.8,17533.863,493817806.4045,2023-03-21 17:00:00,7.882e-05,-0.000614,54678.682,51.7,28120.48,27740.68,27930.58,28310.37,27550.79,28500.27,27360.89,76.82,50.44,26.37,22.51,16.14,11.35,11.71,10635.7395,1021.82,-42.219999999997526,98.72,4.69,28032.76,28067.1,337.5699999999997,-422.0099999999984,94.29999999999927,59.95999999999913,-18.299999999999997,21.700000000000003,6.370000000000001,26.379999999999995,759.5799999999981,PositionState,upper,27972.8,28011.6,0.0,38.79999999999927,658.7999999999993,0.0,196.1769230769237,0,202.1700000000019
17196,17328,1679587200000.0,28567.9,28629.1,28345.5,28459.9,13050.368,371476384.3807,2023-03-23 16:00:00,0.0001,-0.000314,55903.874,64.35,28162.99,27382.6,27772.8,28553.19,26992.4,28943.39,26602.2,88.48,-43.78,132.27,34.98,16.23,24.22,26.99,10615.163642857146,703.97,-687.1000000000022,418.86,7.72,27811.15,28307.27,93.28999999999724,-1467.5,-152.63000000000102,-648.75,-5.650000000000006,34.349999999999994,18.749999999999996,132.26,1560.7899999999972,PositionState,upper,28459.9,28023.0,0.0,-436.90000000000146,0.0,-578.1000000000022,-246.52941176470716,0,-170.36999999999898
17264,17396,1679832000000.0,27848.0,27968.5,27820.2,27901.6,7517.232,209669229.4157,2023-03-26 12:00:00,-4.2e-05,-0.000519,51414.837,67.02,27761.1,27441.44,27601.27,27920.94,27281.61,28080.77,27121.78,59.92,9.79,50.13,28.88,14.38,24.01,28.18,3079.7998571428584,313.94,-300.3299999999981,158.62,7.33,27637.61,27823.62,19.340000000000146,-619.989999999998,-77.97999999999956,-263.98999999999796,-2.980000000000004,37.019999999999996,14.499999999999998,50.13,639.3299999999981,PositionState,upper,27901.6,27703.8,0.0,-197.79999999999927,238.10000000000218,-220.79999999999927,-45.05555555555455,0,-30.18999999999869
17320,17452,1680033600000.0,27399.9,27475.8,27211.0,27287.9,6500.903,177580543.9301,2023-03-28 20:00:00,0.0001,-0.000476,55477.996,55.66,27243.1,26923.19,27083.15,27403.06,26763.23,27563.02,26603.27,-15.48,-86.43,70.94,25.0,16.59,24.47,27.36,8943.26092857143,74.58,-204.75,149.63,0.16,27054.35,27269.88,115.15999999999985,-524.6700000000019,-18.020000000000437,-233.5500000000029,-14.340000000000003,25.659999999999997,8.41,70.95,639.8300000000017,PositionState,upper,27287.9,28418.4,0.0,1130.5,1665.0,-114.90000000000146,884.0395348837195,0,1219.7199999999975
17387,17519,1680274800000.0,28501.6,28577.1,28335.0,28481.9,12302.414,349719636.0486,2023-03-31 15:00:00,3.594e-05,-0.000474,52395.559,61.59,28352.1,27936.75,28144.43,28559.78,27729.08,28767.45,27521.4,20.71,-47.72,68.43,27.02,17.27,20.65,21.43,8500.957357142857,294.29,-337.47000000000116,181.5,-0.51,28060.55,28409.24,77.87999999999738,-752.8199999999997,-72.65999999999985,-421.3500000000022,-8.409999999999997,31.590000000000003,9.75,68.43,830.6999999999971,PositionState,upper,28481.9,28412.3,0.0,-69.60000000000218,121.09999999999854,-189.60000000000218,-16.341176470590117,0,50.789999999997235
17493,17625,1680656400000.0,28657.2,28740.9,28535.7,28562.1,7974.034,228148712.3211,2023-04-05 01:00:00,-8.251e-05,-0.000395,51038.731,64.84,28358.26,28042.25,28200.25,28516.26,27884.25,28674.26,27726.25,107.32,64.14,43.18,30.97,14.21,14.5,15.31,6444.402142857144,-212.67,-361.84999999999854,152.76,12.24,28271.01,28486.46,-45.840000000000146,-677.8499999999985,-75.63999999999942,-291.09000000000015,-5.159999999999997,34.84,16.759999999999998,43.17999999999999,632.0099999999984,PositionState,upper,28562.1,28399.2,0.0,-162.89999999999782,11.200000000000728,-162.89999999999782,-38.94615384615239,0,-15.18999999999869
17568,17700,1680926400000.0,28011.7,28027.9,27964.4,27975.1,1542.608,43193577.922,2023-04-08 04:00:00,5.402e-05,-0.000283,54786.827,54.41,27964.36,27877.51,27920.94,28007.78,27834.09,28051.21,27790.67,-1.09,-17.75,16.65,23.76,13.99,13.93,15.74,1724.8536428571438,-101.48,-54.159999999999854,16.56,5.98,27917.48,27968.68,32.68000000000029,-141.0099999999984,-6.419999999998254,-57.61999999999898,-15.590000000000003,24.409999999999997,9.770000000000001,16.66,173.6899999999987,PositionState,upper,27975.1,27969.4,0.0,-5.69999999999709,153.40000000000146,-5.69999999999709,56.71111111111249,0,21.479999999999563
17608,17740,1681070400000.0,28127.0,28150.0,28071.5,28098.3,2464.95,69284843.0748,2023-04-09 20:00:00,6.249e-05,-0.000454,53670.486,64.68,28040.86,27876.3,27958.58,28123.14,27794.02,28205.42,27711.74,17.18,-6.55,23.73,33.49,16.26,21.06,18.45,3064.184071428572,-284.93,-139.71999999999753,66.48,10.83,27951.42,28068.21,24.840000000000146,-304.27999999999884,-30.090000000000146,-146.88000000000102,-5.319999999999993,34.68000000000001,17.23,23.73,329.119999999999,PositionState,upper,28098.3,28199.9,0.0,101.60000000000218,319.2000000000007,0.0,180.29444444444522,0,169.5
17628,17760,1681142400000.0,28419.2,29176.9,28361.0,29029.1,34805.576,1001954866.7084,2023-04-10 16:00:00,-2.71e-06,-6.3e-05,57801.265,83.03,28486.99,28148.73,28317.86,28656.12,27979.6,28825.25,27810.47,122.08,80.89,41.19,48.79,10.36,30.33,30.7,6131.483571428573,2365.2,-711.239999999998,411.59,29.97,28374.67,28685.25,-372.97999999999956,-1049.5,-343.84999999999854,-654.4300000000003,13.030000000000001,53.03,38.43,41.19,676.5200000000004,PositionState,upper,29029.1,29909.3,0.0,880.2000000000007,1220.7000000000007,0.0,884.1085714285726,0,1361.5200000000004
17699,17831,1681398000000.0,30429.9,30600.0,30282.6,30432.0,14921.211,453866953.0372,2023-04-13 15:00:00,0.0001,-0.0001,58749.042,66.16,30305.71,29992.76,30149.23,30462.18,29836.29,30618.65,29679.82,97.43,63.13,34.29,29.2,7.96,27.13,21.12,5827.043285714286,872.49,-282.77000000000044,96.44,4.46,30229.61,30369.46,30.18000000000029,-595.7099999999991,-62.54000000000087,-202.38999999999942,-3.8400000000000034,36.16,21.24,34.300000000000004,625.8899999999994,PositionState,upper,30432.0,30606.5,0.0,174.5,512.7999999999993,-197.0,146.3909090909092,0,323.0
17775,17907,1681671600000.0,30495.9,30565.4,30265.0,30306.8,9465.855,288255202.2375,2023-04-16 19:00:00,0.0001,-0.000279,56624.415,49.14,30374.27,30260.7,30317.48,30431.05,30203.92,30487.83,30147.13,4.52,-9.43,13.96,25.36,15.48,17.06,17.76,2732.5131428571435,585.19,10.680000000000291,58.35,7.93,30309.97,30354.07,124.25,-102.88000000000102,47.27000000000044,3.1700000000018917,-20.86,19.14,9.879999999999999,13.95,227.13000000000102,PositionState,upper,30306.8,30320.4,0.0,13.600000000002183,78.10000000000218,0.0,27.700000000001637,0,-12.650000000001455
17816,17948,1681819200000.0,30386.9,30500.0,30274.6,30296.2,14915.447,453196965.5888,2023-04-18 12:00:00,0.0001,-0.000421,58727.336,70.21,30056.42,29486.84,29771.63,30341.2,29202.05,30625.99,28917.26,95.75,-19.48,115.24,37.61,16.36,37.62,43.72,6787.787571428572,930.55,-524.5699999999997,402.47,14.59,29853.71,30205.33,45.0,-1094.1500000000015,-90.86999999999898,-442.4900000000016,0.20999999999999375,40.209999999999994,21.25,115.23,1139.1500000000015,PositionState,upper,30296.2,29999.9,0.0,-296.2999999999993,126.70000000000073,-296.2999999999993,-52.57894736842163,0,-88.19000000000233
17949,18081,1682298000000.0,27795.2,27989.0,27680.1,27738.6,13119.304,365299968.4104,2023-04-24 01:00:00,0.0001,-0.000449,54454.464,58.92,27680.55,27487.9,27584.23,27776.88,27391.58,27873.21,27295.25,19.55,-4.59,24.15,24.95,15.13,19.15,19.41,5224.793642857143,720.06,-154.36999999999898,83.95,9.63,27563.21,27706.77,38.280000000002474,-347.0199999999968,-31.82999999999811,-175.38999999999942,-11.079999999999998,28.92,9.819999999999999,24.14,385.2999999999993,PositionState,upper,27738.6,27535.0,0.0,-203.59999999999854,39.900000000001455,-203.59999999999854,-52.18333333333188,0,-99.01000000000204
17990,18122,1682445600000.0,27609.6,27768.0,27546.8,27565.5,13119.358,362722561.0556,2023-04-25 18:00:00,7.472e-05,-0.000468,56258.154,58.0,27491.16,27318.9,27405.03,27577.28,27232.77,27663.41,27146.65,9.66,-19.17,28.84,24.8,13.5,13.15,11.8,5996.810571428572,792.48,-160.47000000000116,98.11,12.09,27397.16,27522.89,11.779999999998836,-332.72999999999956,-42.61000000000058,-168.34000000000015,-12.0,28.0,11.3,28.830000000000002,344.5099999999984,PositionState,upper,27565.5,27871.8,0.0,306.2999999999993,2382.5,0.0,1144.6615384615384,0,1278.75
18039,18171,1682622000000.0,29752.0,29849.9,29428.9,29661.0,17543.937,520266723.6281,2023-04-27 19:00:00,5.14e-05,-0.000333,50676.834,63.25,29361.19,28847.14,29104.16,29618.21,28590.12,29875.23,28333.09,180.91,114.72,66.19,32.61,13.76,23.31,27.82,12528.519714285718,707.53,-556.8400000000001,119.94,2.7,29176.15,29563.75,-42.79000000000087,-1070.880000000001,-97.25,-484.84999999999854,-6.75,33.25,18.85,66.19,1028.0900000000001,PositionState,upper,29661.0,29238.1,0.0,-422.90000000000146,0.0,-422.90000000000146,-184.37857142857138,0,-213.59000000000015
18107,18239,1682866800000.0,29373.4,29955.0,29373.4,29645.0,37106.714,1102331115.7077,2023-04-30 15:00:00,1.77e-06,-0.000442,53709.527,75.47,29386.98,29166.44,29276.71,29497.26,29056.16,29607.53,28945.89,40.32,2.38,37.93,48.19,8.99,19.09,17.71,4628.966571428572,2481.22,-368.2900000000009,250.4,27.88,29293.48,29476.77,-147.7400000000016,-588.8400000000001,-168.22999999999956,-351.52000000000044,5.469999999999999,45.47,39.199999999999996,37.94,441.09999999999854,PositionState,upper,29645.0,29349.9,0.0,-295.09999999999854,50.400000000001455,-295.09999999999854,-69.89999999999927,0,-10.080000000001746
18156,18288,1683043200000.0,28520.0,28607.4,28420.6,28447.9,10073.633,287109612.6051,2023-05-02 16:00:00,4.872e-05,-0.00052,51657.86,58.81,28341.7,28016.54,28179.12,28504.28,27853.95,28666.86,27691.37,-15.65,-103.29,87.64,26.8,13.26,38.04,43.21,8177.199285714286,495.78,-268.7800000000025,119.55,-0.74,28164.28,28401.63,56.37999999999738,-593.9500000000007,-46.27000000000044,-283.6200000000026,-11.189999999999998,28.810000000000002,13.540000000000001,87.64,650.3299999999981,PositionState,upper,28447.9,28297.3,0.0,-150.60000000000218,269.0,-150.60000000000218,124.35238095237912,0,32.30999999999767
18186,18318,1683151200000.0,28911.6,29262.8,28911.6,29091.4,13277.069,386674493.183,2023-05-03 22:00:00,0.0001,-0.000535,50104.887,67.25,28752.54,28346.26,28549.4,28955.68,28143.13,29158.82,27939.99,76.9,25.97,50.92,32.38,13.84,22.37,26.24,11506.90957142857,553.15,-542.0,291.36,14.08,28531.1,28884.67,-135.72000000000116,-948.2700000000004,-206.7300000000032,-560.3000000000029,-2.75,37.25,18.540000000000003,50.93000000000001,812.5499999999993,PositionState,upper,29091.4,28744.6,0.0,-346.8000000000029,138.5,-346.8000000000029,-21.618750000001228,0,36.340000000000146
18214,18346,1683252000000.0,29312.6,29534.7,29191.2,29231.6,13099.443,384440676.0338,2023-05-05 02:00:00,4.261e-05,-0.000331,52178.663,62.15,29117.61,28775.99,28946.8,29288.42,28605.18,29459.23,28434.37,62.01,38.83,23.17,34.32,13.44,20.52,27.21,6607.977857142859,385.77,-284.7999999999993,86.52,15.22,28933.42,29160.72,56.81999999999971,-626.4199999999983,-70.87999999999738,-298.1800000000003,-7.850000000000001,32.15,20.880000000000003,23.18,683.239999999998,PositionState,upper,29231.6,28934.8,0.0,-296.7999999999993,0.0,-296.7999999999993,-110.23636363636184,0,-135.2400000000016
